Location,Date,Y,X
ROT,25/07/2017,51.814021709999999,-0.370817533000000
ROT,25/07/2017,51.810106500000003,-0.394679018000000
ROT,25/07/2017,51.811118389999997,-0.395823976000000
ROT,25/07/2017,51.809117239999999,-0.402721906000000
ROT,25/07/2017,51.810415710000001,-0.399647088000000
ROT,25/07/2017,51.807874959999999,-0.381569506000000
ROT,25/07/2017,51.809977719999999,-0.410452419000000
ROT,25/07/2017,51.808681919999998,-0.404171760000000
ROT,25/07/2017,51.810150430000000,-0.396474657000000
ROT,25/07/2017,51.810228150000000,-0.398866861000000
ROT,25/07/2017,51.811231710000001,-0.401228758000000
ROT,25/07/2017,51.808051319999997,-0.397253789000000
ROT,25/07/2017,51.807811139999998,-0.407365242000000
ROT,25/07/2017,51.810068829999999,-0.401867639000000
