R2, LL, ORate_1, ORate_2, ORate_3, OP_1, OP_2, SRate_1, SRate_2, SRate_3, SP_1, SP_2
18.43879807331298,241.9704975622649,0.1720693944478836,0.6251720151837654,0.9502748564225288,-0.033695592550923706,0.3585462047542203,0.1,0.1,0.1,0.03932426782556797,0.35845493349310587
21.85021248111861,239.81240703755546,0.7272754717358527,0.3639734551416923,0.8498133363519931,0.2756634923241204,-0.17911436640207018,0.1,0.1,0.1,0.2683617599285909,0.12542833752844573
30.84639663926525,224.48736426559685,0.9634922499738556,0.12530790640502887,0.4487956634522484,0.8954784321000836,-0.2693000849689523,0.1,0.1,0.1,0.8218997860686456,0.007375298605502123
46.26711215897388,213.9828521430285,0.8926568556741588,0.17407824210486397,0.7193583434667346,0.6410674070913156,-0.4905889667003839,0.1,0.1,0.1,0.6355077759920142,0.05191283760434762
15.53184136123471,241.44584842456794,0.6378569399514683,0.7334365514378988,0.70388284812509,-0.6339245466139249,0.7276045628858295,0.1,0.1,0.1,0.15474039080698576,0.6494791027357816
16.301501573002177,241.83111255454398,0.7862802028733786,0.6114487765618195,0.7677372654196072,0.42902281422930916,-0.11191083125075219,0.1,0.1,0.1,0.4400787925238244,0.192133901247311
19.71368454964649,240.86018319597235,0.4280020689359068,0.844117980304637,0.7898996004748153,-0.1401334113985735,0.5020828738361678,0.1,0.1,0.1,0.1473438693344945,0.5073353430542532
18.57846544641061,241.05249525435207,0.17005919302888714,0.658970142732321,0.9291601699656136,-0.036495875872051164,0.38131427240623295,0.1,0.1,0.1,0.03787410253064505,0.3807317971837525
41.27269300032889,220.24043826346136,0.1992768397351631,0.8867667045046754,0.7121847552664429,-0.4581552390719481,0.7190474192177377,0.1,0.1,0.1,0.05655555655643041,0.6803180250457672
17.753492589240288,241.7446118512202,0.16458661967360927,0.9617323133910308,0.6060168547155185,-0.03866363624747292,0.6172210081963765,0.1,0.1,0.1,0.035366644992084306,0.6170601080168345
21.79817627418138,233.81408060011546,0.11328251441177564,0.7906781932975792,0.827035980094678,-0.08381318389402555,0.48330377160341587,0.1,0.1,0.1,0.006915372944823361,0.4830083370252036
20.70644384805393,239.47622743047336,0.4386495350512844,0.8615453745780035,0.7469754030858224,-0.2742860346247963,0.37957755499557977,0.1,0.1,0.1,0.15677898598609996,0.3543101706724179
24.241080827883213,236.29372147093002,0.9047783462920337,0.278836096311161,0.7074560389400183,0.5972105235429863,-0.22409273542854466,0.1,0.1,0.1,0.5921261812431892,0.08922491059634197
19.64865677124929,240.40964199914777,0.3337176891293895,0.7372984329463815,0.8646015791537671,-0.09278045846666377,0.3808913637441603,0.1,0.1,0.1,0.11195988031840765,0.37689237678216725
19.142432459917053,241.6572638884516,0.42703223072805646,0.7126667512185834,0.8574484089786623,-0.09925540557447785,0.2522746376187346,0.1,0.1,0.1,0.14076712730039032,0.2548728248116141
15.709723121188805,241.89135824664262,0.7389499853339517,0.6600950001701593,0.7694518875811143,0.5157872481371814,-0.2146878113690187,0.1,0.1,0.1,0.5789794329471012,0.17374449116868074
18.00491830274178,240.7169984035187,0.5221440772394159,0.8534792397077907,0.7240572434406326,-0.2718831026349302,0.3670875158933682,0.1,0.1,0.1,0.1786088189504571,0.3427506481333926
79.64051925986331,183.70622790498248,0.8343469401267063,0.1462091423772673,0.778103473759586,0.7686656033012197,-0.7584322807444246,0.1,0.1,0.1,0.7081726081344214,0.036055772458034485
36.1433453300092,217.39944781548945,0.12444351756520929,0.9701553234430118,0.528766274721684,-0.3434981754964779,0.7967708637322654,0.1,0.1,0.1,0.006864246469830304,0.7597314302851818
20.305301342409294,240.69480542819863,0.33482268217906086,0.9177170518780203,0.6590386605140282,-0.12651397409579612,0.7172829048226288,0.1,0.1,0.1,0.10449234072749947,0.6637475858836628
19.970055354492604,236.6874202539166,0.13742932372464411,0.8708705841495645,0.7401492124343129,-0.06500031108814085,0.5376643414892868,0.1,0.1,0.1,0.019735706120733387,0.5385178846198705
19.58343747101994,240.40356139345553,0.41306612423436967,0.8077588282979724,0.804822903361381,-0.1397167222651718,0.4208080609352992,0.1,0.1,0.1,0.14387918365034302,0.4193209078018867
34.33546222008947,229.76296477828865,0.24767376663861415,0.809711900419712,0.7856139021554589,-0.4104706632823169,0.44896521315219357,0.1,0.1,0.1,0.10016222936873798,0.4486701814838787
18.1920897595597,240.90015131062526,0.7852782750522763,0.5556116018678777,0.761769428786266,0.4220557049320706,-0.2918084461933964,0.1,0.1,0.1,0.4391801283887077,0.183282008081893
18.58960710003367,241.64398645569133,0.5053344208729632,0.8272480437404303,0.7968343796700633,-0.1252115888900172,0.5248664432233281,0.1,0.1,0.1,0.16480810824062497,0.5398910640971772
19.12549356379719,241.60599053539286,0.917421641660913,0.3646191853687017,0.6777932429639514,0.6625556649841438,-0.0948615521673078,0.1,0.1,0.1,0.6263275143263792,0.11688023292590954
25.082855598968308,234.66880077334386,0.24774163534626295,0.8744880621949114,0.6154733414553982,-0.23267199423107204,0.8738993270662911,0.1,0.1,0.1,0.07075187084735468,0.7552822562668213
22.638553328673943,237.69250660865373,0.7472117480349149,0.2810449818156623,0.8579433190392206,0.40023331151323266,-0.1572850174459362,0.1,0.1,0.1,0.3943649379643993,0.0923196428343428
47.22951085474007,211.29586107593056,0.1528350219082612,0.864063010326356,0.7491122223511231,-0.46665884270030944,0.5411608077549088,0.1,0.1,0.1,0.0482492702430265,0.5522627367185262
44.81766722188199,214.23105614950705,0.1720658277325476,0.8913335882559558,0.7222503771810267,-0.4702515991232503,0.6092617279632253,0.1,0.1,0.1,0.052589187360442935,0.6123968684354029
47.14845436985458,211.4015250406836,0.16271195822690304,0.8864461549484528,0.7278531673767952,-0.4845899519462585,0.5922518452302028,0.1,0.1,0.1,0.050166660007437525,0.5995377821383724
18.054991270571378,241.87031314948666,0.1818916885798394,0.6584265441630311,0.9288608482984969,-0.027195366085965858,0.3783218838413917,0.1,0.1,0.1,0.044418840914571156,0.3779128409114706
17.178194148891006,241.53923025425743,0.2048443403300866,0.7828198516513197,0.8291851563606657,-0.012196536000792998,0.45552221040897395,0.1,0.1,0.1,0.05618226075256716,0.4553344785361222
29.55887830975677,227.2502849540564,0.10497293780213755,0.9496320430007779,0.37345801982536475,-0.21810961604350113,0.9821765442593292,0.1,0.1,0.1,0.0014632302240163986,0.8770996614034067
20.38741714541736,238.78544725720454,0.31874847989541816,0.8236459693115864,0.7917142803903098,-0.12655099059937963,0.4620779205919499,0.1,0.1,0.1,0.10619541072286964,0.4634533561624239
64.90038904268091,164.86283606022297,0.7156662514426538,-0.04640516695795506,0.5490212307945306,0.4815024821655406,-0.4464886384781461,0.1,0.1,0.1,0.5609134729562781,0.08569213256262131
20.224406236059973,236.66856459750986,0.780861488089236,0.13864571088702152,0.8351122072133915,0.47025125050539957,-0.06385980064841788,0.1,0.1,0.1,0.46986136245310495,0.020311941139186662
18.680383762704203,241.003767626195,0.4383899477957186,0.8161376752687598,0.7984921314110955,-0.1099644596955912,0.43691573261654826,0.1,0.1,0.1,0.1516478379477476,0.43863822658774465
20.424293977809562,239.89971124459925,0.3939901311709095,0.7992934300040768,0.8112902978186306,-0.16271748357841284,0.40636454888314305,0.1,0.1,0.1,0.13786477804486785,0.40060227813413085
1275652.427297851,-366.32051691829327,-0.9341255394157844,-0.11141169251371025,1.489918941677887,-2.037188787990736,2.1035934738892355,0.1,0.1,0.1,0.016409823625836206,0.893332373186119
20.429086412092502,240.57323599339688,0.7470298900319278,0.39401653706139655,0.8469232705779397,0.31100207243851413,-0.14451411621794552,0.1,0.1,0.1,0.29835986002974446,0.1346002067072487
20.938025966422366,235.16595679700967,0.12551018908808853,0.8140526210519605,0.8036115936661659,-0.0744622780606247,0.4971147718554882,0.1,0.1,0.1,0.013336442243977564,0.4971962061477523
47.96826685463196,219.20753725372379,0.7655718778364698,0.24328952374040494,0.9014166746884116,0.5869846961837667,-0.5643014357609426,0.1,0.1,0.1,0.6076203138733092,0.12448253996550807
46.689083861286846,211.9688847354216,0.8671563605880285,0.1550759100642767,0.7463030860546426,0.5456312689106497,-0.4643129433001581,0.1,0.1,0.1,0.5567911156757204,0.048890163092938144
31.498339017951373,223.16004086185865,0.9569932758803554,0.10148474790531341,0.40727578714759166,0.9457314918705373,-0.25325445444642647,0.1,0.1,0.1,0.8562274503722738,0.000431013768355637
22.98558094210437,228.52690451666658,0.24503685219988558,0.7856344254138119,0.6257159048422127,-0.3103193144709715,0.5910790949345389,0.1,0.1,0.1,0.128877255846222,0.6139695323675957
36.84589262546689,214.74146615419252,0.10336341050558497,0.970148846670376,0.49275356125549863,-0.3317210313805804,0.8440844392633088,0.1,0.1,0.1,0.000945000337477242,0.7932919801723124
19.58511570258056,240.39763452241164,0.3755713148021625,0.8813822549899298,0.7400190432784629,-0.1239227186308067,0.5507795322531824,0.1,0.1,0.1,0.12769123345773603,0.5472553016207176
35.87304496095543,226.35585630467108,0.8194108880086458,0.238554640498119,0.7795503665640161,0.46955879487005536,-0.4269385215256074,0.1,0.1,0.1,0.4792307348250515,0.09844717154750693
27.26875026895441,234.54617144351533,0.20435140129550108,0.6049272431952286,0.8681902346041248,-0.22665664609288044,0.2559237047573177,0.1,0.1,0.1,0.07822829527816,0.24526663679532668
